time_s,ecg_raw,ecg_cleaned
2.829999999999999738e-01,5.130000000000000000e+02,3.405589770415877382e+01
2.839999999999999747e-01,5.140000000000000000e+02,3.322796132275664149e+01
2.849999999999999756e-01,5.130000000000000000e+02,3.251404938900304131e+01
2.859999999999999765e-01,5.120000000000000000e+02,3.192831279488230223e+01
2.869999999999999774e-01,5.120000000000000000e+02,3.148080893685829196e+01
2.879999999999999782e-01,5.110000000000000000e+02,3.117718886370532871e+01
2.889999999999999791e-01,5.100000000000000000e+02,3.101852689690425890e+01
2.899999999999999800e-01,5.100000000000000000e+02,3.100129901345029282e+01
2.909999999999999809e-01,5.100000000000000000e+02,3.111751344865933788e+01
2.919999999999999818e-01,5.090000000000000000e+02,3.135499351991905215e+01
2.929999999999999827e-01,5.080000000000000000e+02,3.169780850879424605e+01
2.939999999999999836e-01,5.100000000000000000e+02,3.212684359355590402e+01
2.949999999999999845e-01,5.120000000000000000e+02,3.262049443846998287e+01
2.959999999999999853e-01,5.110000000000000000e+02,3.315546637309057587e+01
2.969999999999999862e-01,5.130000000000000000e+02,3.370765248140954640e+01
2.979999999999999871e-01,5.130000000000000000e+02,3.425305977934139179e+01
2.989999999999999880e-01,5.110000000000000000e+02,3.476874843012586069e+01
2.999999999999999889e-01,5.120000000000000000e+02,3.523374605743233445e+01
3.009999999999999898e-01,5.160000000000000000e+02,3.562989803513858789e+01
3.019999999999999907e-01,5.190000000000000000e+02,3.594261543428681449e+01
3.029999999999999916e-01,5.210000000000000000e+02,3.616148523552849525e+01
3.039999999999999925e-01,5.220000000000000000e+02,3.628071246137711370e+01
3.049999999999999933e-01,5.230000000000000000e+02,3.629937087701632237e+01
3.059999999999999942e-01,5.220000000000000000e+02,3.622144752457331407e+01
3.069999999999999951e-01,5.210000000000000000e+02,3.605567612952163614e+01
3.079999999999999960e-01,5.180000000000000000e+02,3.581516478034898654e+01
3.089999999999999969e-01,5.160000000000000000e+02,3.551683360326286021e+01
3.099999999999999978e-01,5.160000000000000000e+02,3.518068778945417563e+01
3.109999999999999987e-01,5.140000000000000000e+02,3.482895967808585880e+01
3.119999999999999996e-01,5.130000000000000000e+02,3.448516013287032678e+01
3.130000000000000004e-01,5.120000000000000000e+02,3.417308377566577349e+01
3.140000000000000013e-01,5.130000000000000000e+02,3.391581450832531885e+01
3.150000000000000022e-01,5.150000000000000000e+02,3.373477707876384812e+01
3.160000000000000031e-01,5.160000000000000000e+02,3.364887730737854099e+01
3.170000000000000040e-01,5.160000000000000000e+02,3.367376821639666673e+01
3.180000000000000049e-01,5.160000000000000000e+02,3.382127205925824143e+01
3.190000000000000058e-01,5.150000000000000000e+02,3.409897959423307867e+01
3.200000000000000067e-01,5.150000000000000000e+02,3.451003842054276305e+01
3.210000000000000075e-01,5.140000000000000000e+02,3.505313236611991101e+01
3.220000000000000084e-01,5.150000000000000000e+02,3.572264435441437058e+01
3.230000000000000093e-01,5.170000000000000000e+02,3.650898642157096674e+01
3.240000000000000102e-01,5.190000000000000000e+02,3.739907307992255880e+01
3.250000000000000111e-01,5.230000000000000000e+02,3.837690841374323014e+01
3.260000000000000120e-01,5.250000000000000000e+02,3.942425342042776037e+01
3.270000000000000129e-01,5.270000000000000000e+02,4.052133831753226190e+01
3.280000000000000138e-01,5.290000000000000000e+02,4.164758482896089475e+01
3.290000000000000147e-01,5.300000000000000000e+02,4.278230571125973825e+01
3.300000000000000155e-01,5.330000000000000000e+02,4.390535272754798513e+01
3.310000000000000164e-01,5.330000000000000000e+02,4.499768956205281967e+01
3.320000000000000173e-01,5.300000000000000000e+02,4.604187235817898483e+01
3.330000000000000182e-01,5.270000000000000000e+02,4.702242718491046958e+01
3.340000000000000191e-01,5.270000000000000000e+02,4.792612031805010986e+01
3.350000000000000200e-01,5.300000000000000000e+02,4.874212333058692792e+01
3.360000000000000209e-01,5.320000000000000000e+02,4.946208025749056247e+01
3.370000000000000218e-01,5.310000000000000000e+02,5.008008826669050251e+01
3.380000000000000226e-01,5.310000000000000000e+02,5.059260617067481292e+01
3.390000000000000235e-01,5.340000000000000000e+02,5.099830670340525529e+01
3.400000000000000244e-01,5.360000000000000000e+02,5.129788881848548954e+01
3.410000000000000253e-01,5.370000000000000000e+02,5.149386547504889222e+01
3.420000000000000262e-01,5.380000000000000000e+02,5.159034066821804032e+01
3.430000000000000271e-01,5.390000000000000000e+02,5.159278706912553503e+01
3.439999999999999725e-01,5.400000000000000000e+02,5.150783281662485535e+01
3.449999999999999734e-01,5.390000000000000000e+02,5.134306299311895572e+01
3.459999999999999742e-01,5.380000000000000000e+02,5.110683834228787248e+01
3.469999999999999751e-01,5.360000000000000000e+02,5.080813103726593027e+01
3.479999999999999760e-01,5.340000000000000000e+02,5.045637493907471338e+01
3.489999999999999769e-01,5.340000000000000000e+02,5.006132591711502045e+01
3.499999999999999778e-01,5.330000000000000000e+02,4.963292652459737297e+01
3.509999999999999787e-01,5.320000000000000000e+02,4.918116869175992889e+01
3.519999999999999796e-01,5.330000000000000000e+02,4.871594815212019114e+01
3.529999999999999805e-01,5.350000000000000000e+02,4.824690505918282213e+01
3.539999999999999813e-01,5.340000000000000000e+02,4.778324666186602343e+01
3.549999999999999822e-01,5.320000000000000000e+02,4.733354993275863620e+01
3.559999999999999831e-01,5.320000000000000000e+02,4.690554459328568271e+01
3.569999999999999840e-01,5.320000000000000000e+02,4.650587992199533716e+01
3.579999999999999849e-01,5.310000000000000000e+02,4.613988189208178170e+01
3.589999999999999858e-01,5.310000000000000000e+02,4.581131034737157393e+01
3.599999999999999867e-01,5.340000000000000000e+02,4.552212884457046727e+01
3.609999999999999876e-01,5.370000000000000000e+02,4.527230219468983563e+01
3.619999999999999885e-01,5.380000000000000000e+02,4.505963835535701634e+01
3.629999999999999893e-01,5.360000000000000000e+02,4.487969190297239663e+01
3.639999999999999902e-01,5.340000000000000000e+02,4.472574563693051175e+01
3.649999999999999911e-01,5.310000000000000000e+02,4.458888479397641902e+01
3.659999999999999920e-01,5.270000000000000000e+02,4.445817482989423297e+01
3.669999999999999929e-01,5.240000000000000000e+02,4.432094882313303685e+01
3.679999999999999938e-01,5.230000000000000000e+02,4.416320446202804817e+01
3.689999999999999947e-01,5.250000000000000000e+02,4.397010361233265030e+01
3.699999999999999956e-01,5.300000000000000000e+02,4.372656005751413488e+01
3.709999999999999964e-01,5.340000000000000000e+02,4.341789368140809557e+01
3.719999999999999973e-01,5.330000000000000000e+02,4.303052269203955404e+01
3.729999999999999982e-01,5.310000000000000000e+02,4.255266004091537724e+01
3.739999999999999991e-01,5.300000000000000000e+02,4.197497650173566086e+01
3.750000000000000000e-01,5.290000000000000000e+02,4.129119136957824310e+01
3.760000000000000009e-01,5.270000000000000000e+02,4.049855272319957322e+01
3.770000000000000018e-01,5.270000000000000000e+02,3.959817278830492882e+01
3.780000000000000027e-01,5.290000000000000000e+02,3.859519009073908791e+01
3.790000000000000036e-01,5.310000000000000000e+02,3.749873854577451482e+01
3.800000000000000044e-01,5.300000000000000000e+02,3.632171396019991505e+01
3.810000000000000053e-01,5.290000000000000000e+02,3.508034003446859828e+01
3.820000000000000062e-01,5.260000000000000000e+02,3.379354812425782484e+01
3.830000000000000071e-01,5.230000000000000000e+02,3.248219695670750440e+01
